Reference Year,Facility Description,Total Facility Emission (tonnes CO2e)
2023,Chemical Pulp Mills,442474.72
2023,Chocolate and chocolate confectionery manufacturing from cacao beans,28293.89
2023,Clay Building Material and Refractory Manufacturing,106370.24
2023,"Coating, Engraving, Heat Treating and Allied Activities",61065.9
2023,Cold-Rolled Steel Shape Manufacturing,29677.81
2023,Commercial Bakeries and Frozen Bakery Product Manufacturing,12073.27
2023,Communication and Energy Wire and Cable Manufacturing,15438.14
2023,Cookie and Cracker Manufacturing,13089.05
2023,"Copper Rolling, Drawing, Extruding and Alloying",10520.55
2023,Copper-Zinc Ore Mining,29332.55
2023,Defence Services,90985.94
2023,Distilleries,69851.67
2023,Dry Cleaning and Laundry Services (except Coin-Operated),12439.72
2023,Electric Bulk Power Transmission and Control,21400.27
2023,"Fibre, Yarn and Thread Mills",8328.82
2023,Flavouring Syrup and Concentrate Manufacturing,22423.18
2023,Floriculture Production,31682.93
2023,Forging,39175.21
2023,Fossil-Fuel Electric Power Generation,8709175.13
2023,Frozen Food Manufacturing,24368.64
2023,"Fruit and Vegetable Canning, Pickling and Drying",75669.2
2023,Furniture retailers,81.11
2023,General (except Paediatric) Hospitals,180952.99
2023,Glass Manufacturing,89983.54
2023,Gold and Silver Ore Mining,821646.39
2023,Gypsum Product Manufacturing,116383.83
2023,Hardwood Veneer and Plywood Mills,17007.88
2023,Hog slaughtering,15851.22
2023,Industrial Gas Manufacturing,600086.91
2023,Institutional Furniture Manufacturing,727.2
2023,Iron and Steel Mills and Ferro-Alloy Manufacturing,12763314.69
2023,Iron and Steel Pipes and Tubes Manufacturing from Purchased Steel,98480.43
2023,Lime Manufacturing,925613.46
2023,Machine Shops,0.02
2023,Motor Vehicle Metal Stamping,9229.58
2023,Motor Vehicle Steering and Suspension Components (except Spring) Manufacturing,30170.88
2023,Motor Vehicle Transmission and Power Train Parts Manufacturing,51263.63
2023,Natural Gas Distribution,423204.01
2023,Newsprint Mills,45392.18
2023,Nickel-Copper Ore Mining,24996.66
2023,Non-Chocolate Confectionery Manufacturing,9781.91
2023,Non-Ferrous Die-Casting Foundries,201919.18
2023,Non-Ferrous Foundries (except Die-Casting),60014.2
2023,Non-Ferrous Metal (except Aluminum) Smelting and Refining,449417.38
2023,"Non-Ferrous Metal (except Copper and Aluminum) Rolling, Drawing, Extruding and Alloying",21041.68
2023,Office Furniture (except Wood) Manufacturing,8823.18
2023,Oil and gas extraction (except oil sands),171898.42
2023,Oilseed Processing,133179.84
2023,Other Basic Organic Chemical Manufacturing,846858.6
2023,Other Electric Power Generation,20782.92
2023,Other Federal Government Public Administration,59912.77
2023,Other Food Crops Grown Under Cover,896211.67
2023,Other Motor Vehicle Parts Manufacturing,71214.7
2023,Other Petroleum and Coal Products Manufacturing,532800.14
2023,Other Snack Food Manufacturing,43593.31
2023,Other Support Activities for Air Transportation,53515.55
2023,Paediatric Hospitals,8483.28
2023,Paper (except Newsprint) Mills,435352.32
2023,Paper Bag and Coated and Treated Paper Manufacturing,31633.14
2023,Paperboard Mills,225461.84
2023,Particle Board and Fibreboard Mills,77636.76
2023,Petrochemical Manufacturing,1192305.35
2023,Petroleum Product Wholesaler-Distributors,9851.89
2023,Petroleum Refineries,4072524.05
2023,Pharmaceutical and Medicine Manufacturing,66509.28
2023,Pipeline Transportation of Natural Gas,1519959.57
2023,Polystyrene Foam Product Manufacturing,3787.51
2023,Poultry Processing,71307.03
2023,Rendering and Meat Processing from Carcasses,67346.97
2023,Resin and Synthetic Rubber Manufacturing,276746.59
2023,Rice Milling and Malt Manufacturing,15638.41
2023,Salt Mining,39729.21
2023,Sanitary Paper Product Manufacturing,17811.0
2023,Sawmills (except Shingle and Shake Mills),34497.6
2023,Sewage Treatment Facilities,383782.63
2023,"Shale, Clay and Refractory Mineral Mining and Quarrying",11114.4
2023,Soft Drink and Ice Manufacturing,32733.22
2023,Spring (Heavy Gauge) Manufacturing,12655.79
2023,Steam and Air-Conditioning Supply,315014.4
2023,Steel Wire Drawing,15596.02
2023,Sugar Manufacturing,71942.29
2023,Tire Manufacturing,19882.68
2023,Universities,417981.05
2023,Unsupported Plastic Film and Sheet Manufacturing,13292.3
2023,Waferboard Mills,14302.67
2023,Waste Collection,40204.28
2023,Waste Treatment and Disposal,3662765.62
2023,Wet Corn Milling,219420.15
2023,"Wood Office Furniture, including Custom Architectural Woodwork, Manufacturing",2029.03
